countrycode,group,groupvalue,sr,indicator,grouplabel,regid,value,ss,se,country,iso2,sp_pop_totl,theme,abs
PHL,all,,ipa,schoolreturn,National average,,24.482338,821,1.5015638,Philippines,PH,109581000,ed,7008202
RWA,all,,ipa,fsec,National average,,56,1475,1.2929199,Rwanda,RW,12952000,hn,3330774.3
BFA,all,,ipa,fsec,National average,,29.108328,1357,1.2336057,Burkina Faso,BF,20903000,hn,3116951.5
NGA,location,1,wb,remotelearning,Urban,,31.327484,541,1.9959855,Nigeria,NG,206140000,ed,8020184.5
MEX,wealth,1,ipa,govtsupport,Poorest 20%,,88.014984,267,1.9913924,Mexico,MX,128933000,sp,7098235
RWA,all,,ipa,govtsupport,National average,,88.611862,1484,.82490087,Rwanda,RW,12952000,sp,5270466
PHL,location,2,ipa,govtsupport,Rural,,9.4470062,868,.99331939,Philippines,PH,109581000,sp,2316655.8
RWA,wealth,5,ipa,remotelearning,Richest 20%,,25,40,6.9337525,Rwanda,RW,12952000,ed,54097.281
SLE,wealth,1,ipa,remotelearning,Poorest 20%,,23.32016,253,2.6638274,Sierra Leone,SL,7977000,ed,177301.28
KEN,location,1,wb,govtsupport,Urban,,96.082726,2251,.40900019,Kenya,KE,53771000,sp,13021370
MWI,location,1,wb,healthseeking,Urban,,1.2894211,473,.51928848,Malawi,MW,19130000,hn,45446.457
MLI,poor,0,wb,fsec,Non poor,,12.84632,1400,.89458865,Mali,ML,20251000,hn,1034149.4
BFA,location,1,ipa,healthseeking,Urban,,8.5642319,1191,.81120157,Burkina Faso,BF,20903000,hn,807860.31
SLE,wealth,1,ipa,govtsupport,Poorest 20%,,86.120995,281,2.0661159,Sierra Leone,SL,7977000,sp,697432.88
BFA,region,1,ipa,govtsupport,Boucle Du Mouhoun,BF.BO,75.862068,58,5.6679358,Burkina Faso,BF,20903000,sp,347204.69
BFA,region,1,ipa,fsec,Boucle Du Mouhoun,BF.BO,15.517241,58,4.7957206,Burkina Faso,BF,20903000,hn,71019.141
BFA,region,1,ipa,healthseeking,Boucle Du Mouhoun,BF.BO,8.6206894,58,3.717556,Burkina Faso,BF,20903000,hn,39600.992
BFA,region,1,ipa,remotelearning,Boucle Du Mouhoun,BF.BO,56.25,32,8.9098301,Burkina Faso,BF,20903000,ed,165490.83
BFA,region,1,ipa,schoolreturn,Boucle Du Mouhoun,BF.BO,30.952377,42,7.2198715,Burkina Faso,BF,20903000,ed,100173.74
BFA,region,2,ipa,healthseeking,Cascades,BF.CD,7.6923075,39,4.3227038,Burkina Faso,BF,20903000,hn,23760.596
BFA,region,2,ipa,govtsupport,Cascades,BF.CD,74.358978,39,7.0834136,Burkina Faso,BF,20903000,sp,228839.48
BFA,region,2,ipa,schoolreturn,Cascades,BF.CD,29.629631,27,8.9551191,Burkina Faso,BF,20903000,ed,61645.387
BFA,region,2,ipa,remotelearning,Cascades,BF.CD,48.148148,27,9.7990789,Burkina Faso,BF,20903000,ed,119521.16
BFA,region,2,ipa,fsec,Cascades,BF.CD,28.205128,39,7.2999344,Burkina Faso,BF,20903000,hn,86801.18
BFA,region,4,ipa,remotelearning,Centre Est,BF.CE,48.333332,60,6.5058284,Burkina Faso,BF,20903000,ed,266624.13
BFA,region,4,ipa,healthseeking,Centre Est,BF.CE,14.102564,78,3.9663751,Burkina Faso,BF,20903000,hn,87122.188
BFA,region,4,ipa,schoolreturn,Centre Est,BF.CE,38.46154,65,6.0813031,Burkina Faso,BF,20903000,ed,192641.83
BFA,region,4,ipa,fsec,Centre Est,BF.CE,35.897434,78,5.4666848,Burkina Faso,BF,20903000,hn,220948.45
BFA,region,4,ipa,govtsupport,Centre Est,BF.CE,87.179489,78,3.8099079,Burkina Faso,BF,20903000,sp,536589.13
BFA,region,5,ipa,schoolreturn,Centre Nord,BF.CN,30,30,8.5096292,Burkina Faso,BF,20903000,ed,69351.063
BFA,region,5,ipa,fsec,Centre Nord,BF.CN,46.341465,41,7.8845024,Burkina Faso,BF,20903000,hn,149929.31
BFA,region,5,ipa,govtsupport,Centre Nord,BF.CN,82.926826,41,5.94942,Burkina Faso,BF,20903000,sp,268294.53
BFA,region,5,ipa,remotelearning,Centre Nord,BF.CN,43.333332,30,9.2018652,Burkina Faso,BF,20903000,ed,119521.16
BFA,region,5,ipa,healthseeking,Centre Nord,BF.CN,12.195122,41,5.1739521,Burkina Faso,BF,20903000,hn,39600.996
BFA,region,6,ipa,govtsupport,Centre Ouest,BF.CO,79.661018,59,5.2853475,Burkina Faso,BF,20903000,sp,370877.78
BFA,region,6,ipa,schoolreturn,Centre Ouest,BF.CO,50,30,9.2847672,Burkina Faso,BF,20903000,ed,115585.1
BFA,region,6,ipa,remotelearning,Centre Ouest,BF.CO,,24,10.425721,Burkina Faso,BF,20903000,ed,
BFA,region,6,ipa,healthseeking,Centre Ouest,BF.CO,8.6206894,58,3.717556,Burkina Faso,BF,20903000,hn,39600.992
BFA,region,6,ipa,fsec,Centre Ouest,BF.CO,27.118645,59,5.8375177,Burkina Faso,BF,20903000,hn,126256.27
BFA,region,7,ipa,schoolreturn,Centre Sud,BF.CS,,17,12.478355,Burkina Faso,BF,20903000,ed,
BFA,region,7,ipa,healthseeking,Centre Sud,BF.CS,,18,0,Burkina Faso,BF,20903000,hn,
BFA,region,7,ipa,govtsupport,Centre Sud,BF.CS,,19,8.5947008,Burkina Faso,BF,20903000,sp,
BFA,region,7,ipa,remotelearning,Centre Sud,BF.CS,,15,13.333333,Burkina Faso,BF,20903000,ed,
BFA,region,7,ipa,fsec,Centre Sud,BF.CS,,19,9.6091681,Burkina Faso,BF,20903000,hn,
BFA,region,3,ipa,cashtransfer_delay,Centre,BF.CT,,7,18.442778,Burkina Faso,BF,20903000,sp,
BFA,region,3,ipa,govtsupport,Centre,BF.CT,74.297752,712,1.6388477,Burkina Faso,BF,20903000,sp,4174347.5
BFA,region,3,ipa,remotelearning,Centre,BF.CT,49.238579,394,2.521874,Burkina Faso,BF,20903000,ed,1783623.5
BFA,region,3,ipa,healthseeking,Centre,BF.CT,7.6163611,709,.99690706,Burkina Faso,BF,20903000,hn,427690.75
BFA,region,3,ipa,fsec,Centre,BF.CT,30.337078,712,1.7240622,Burkina Faso,BF,20903000,hn,1704459.5
BFA,region,3,ipa,schoolreturn,Centre,BF.CT,36.570248,484,2.1914768,Burkina Faso,BF,20903000,ed,1363904.1
BFA,region,8,ipa,fsec,Est,BF.ES,25,40,6.9337525,Burkina Faso,BF,20903000,hn,78910.164
BFA,region,8,ipa,remotelearning,Est,BF.ES,,23,10.649956,Burkina Faso,BF,20903000,ed,
BFA,region,8,ipa,schoolreturn,Est,BF.ES,42.857143,28,9.5238094,Burkina Faso,BF,20903000,ed,92468.078
BFA,region,8,ipa,govtsupport,Est,BF.ES,85,40,5.7177186,Burkina Faso,BF,20903000,sp,268294.56
BFA,region,8,ipa,healthseeking,Est,BF.ES,2.5,40,2.5,Burkina Faso,BF,20903000,hn,7920.1992
BFA,region,9,ipa,healthseeking,Hauts Bassins,BF.HB,10.9375,192,2.2583425,Burkina Faso,BF,20903000,hn,166324.19
BFA,region,9,ipa,govtsupport,Hauts Bassins,BF.HB,79.166664,192,2.9385555,Burkina Faso,BF,20903000,sp,1199434.5
BFA,region,9,ipa,remotelearning,Hauts Bassins,BF.HB,59.047619,105,4.8219657,Burkina Faso,BF,20903000,ed,570023.94
BFA,region,9,ipa,schoolreturn,Hauts Bassins,BF.HB,42.635658,129,4.3712182,Burkina Faso,BF,20903000,ed,423812.03
BFA,region,9,ipa,fsec,Hauts Bassins,BF.HB,26.5625,192,3.1957788,Burkina Faso,BF,20903000,hn,402441.84
BFA,region,10,ipa,schoolreturn,Nord,BF.NO,30.555557,36,7.7862763,Burkina Faso,BF,20903000,ed,84762.406
BFA,region,10,ipa,fsec,Nord,BF.NO,30.434782,46,6.8592229,Burkina Faso,BF,20903000,hn,110474.23
BFA,region,10,ipa,healthseeking,Nord,BF.NO,8.695652,46,4.2003989,Burkina Faso,BF,20903000,hn,31680.795
BFA,region,10,ipa,govtsupport,Nord,BF.NO,76.08696,46,6.3586698,Burkina Faso,BF,20903000,sp,276185.59
BFA,region,10,ipa,remotelearning,Nord,BF.NO,37.5,32,8.6951046,Burkina Faso,BF,20903000,ed,110327.22
BFA,region,11,ipa,fsec,Plateau Central,BF.PC,,22,9.7185907,Burkina Faso,BF,20903000,hn,
BFA,region,11,ipa,schoolreturn,Plateau Central,BF.PC,,19,9.6091681,Burkina Faso,BF,20903000,ed,
BFA,region,11,ipa,remotelearning,Plateau Central,BF.PC,,16,12.909945,Burkina Faso,BF,20903000,ed,
BFA,region,11,ipa,healthseeking,Plateau Central,BF.PC,,22,4.5454545,Burkina Faso,BF,20903000,hn,
BFA,region,11,ipa,govtsupport,Plateau Central,BF.PC,,22,9.7185907,Burkina Faso,BF,20903000,sp,
BFA,region,12,ipa,healthseeking,Sahel,BF.SA,,20,6.882472,Burkina Faso,BF,20903000,hn,
BFA,region,12,ipa,fsec,Sahel,BF.SA,,20,9.9339924,Burkina Faso,BF,20903000,hn,
BFA,region,12,ipa,remotelearning,Sahel,BF.SA,,9,11.111111,Burkina Faso,BF,20903000,ed,
BFA,region,12,ipa,schoolreturn,Sahel,BF.SA,,12,11.236665,Burkina Faso,BF,20903000,ed,
BFA,region,12,ipa,govtsupport,Sahel,BF.SA,,20,6.882472,Burkina Faso,BF,20903000,sp,
BFA,region,13,ipa,schoolreturn,Sud Ouest,BF.SO,,20,10.513149,Burkina Faso,BF,20903000,ed,
BFA,region,13,ipa,healthseeking,Sud Ouest,BF.SO,6.4516129,31,4.485302,Burkina Faso,BF,20903000,hn,15840.398
BFA,region,13,ipa,remotelearning,Sud Ouest,BF.SO,,20,11.23903,Burkina Faso,BF,20903000,ed,
BFA,region,13,ipa,fsec,Sud Ouest,BF.SO,19.354839,31,7.2131224,Burkina Faso,BF,20903000,hn,47346.098
BFA,region,13,ipa,govtsupport,Sud Ouest,BF.SO,83.870972,31,6.7150517,Burkina Faso,BF,20903000,sp,205166.44
CIV,region,1,ipa,remotelearning,Autonomous District Of Abidjan,CI.AB,17.328522,277,2.278264,Cote d'Ivoire,CI,26378000,ed,451654.78
CIV,region,1,ipa,govtsupport,Autonomous District Of Abidjan,CI.AB,95.833336,456,.93680018,Cote d'Ivoire,CI,26378000,sp,4195813
CIV,region,1,ipa,schoolreturn,Autonomous District Of Abidjan,CI.AB,22.666664,225,2.7973912,Cote d'Ivoire,CI,26378000,ed,660562
CIV,region,1,ipa,fsec,Autonomous District Of Abidjan,CI.AB,56.31929,451,2.3381221,Cote d'Ivoire,CI,26378000,hn,2449841.3
CIV,region,1,ipa,cashtransfer_delay,Autonomous District Of Abidjan,CI.AB,,7,20.203051,Cote d'Ivoire,CI,26378000,sp,
CIV,region,1,ipa,healthseeking,Autonomous District Of Abidjan,CI.AB,13.777778,450,1.6265823,Cote d'Ivoire,CI,26378000,hn,599810.38
CIV,region,3,ipa,healthseeking,Bas-Sassandra,CI.BA,15.068493,73,4.2160239,Cote d'Ivoire,CI,26378000,hn,106417.97
CIV,region,3,ipa,remotelearning,Bas-Sassandra,CI.BA,26.785713,56,5.9712901,Cote d'Ivoire,CI,26378000,ed,141142.09
CIV,region,3,ipa,fsec,Bas-Sassandra,CI.BA,47.297298,74,5.8435016,Cote d'Ivoire,CI,26378000,hn,337576.56
CIV,region,3,ipa,schoolreturn,Bas-Sassandra,CI.BA,11.111115,27,6.1633353,Cote d'Ivoire,CI,26378000,ed,38856.602
CIV,region,3,ipa,govtsupport,Bas-Sassandra,CI.BA,93.24324,74,2.9377606,Cote d'Ivoire,CI,26378000,sp,662496.75
CIV,region,4,ipa,fsec,Comoe,CI.CM,56.923077,65,6.1897988,Cote d'Ivoire,CI,26378000,hn,356866.66
CIV,region,4,ipa,govtsupport,Comoe,CI.CM,98.46154,65,1.5384616,Cote d'Ivoire,CI,26378000,sp,614489.75
CIV,region,4,ipa,remotelearning,Comoe,CI.CM,15.686272,51,5.1430888,Cote d'Ivoire,CI,26378000,ed,75275.773
CIV,region,4,ipa,healthseeking,Comoe,CI.CM,13.846154,65,4.317297,Cote d'Ivoire,CI,26378000,hn,87069.25
CIV,region,4,ipa,schoolreturn,Comoe,CI.CM,31.25,32,8.3249283,Cote d'Ivoire,CI,26378000,ed,129521.97
CIV,region,5,ipa,govtsupport,Denguele,CI.DE,96.774193,62,2.2622156,Cote d'Ivoire,CI,26378000,sp,576084.13
CIV,region,5,ipa,fsec,Denguele,CI.DE,53.225807,62,6.3885069,Cote d'Ivoire,CI,26378000,hn,318286.47
CIV,region,5,ipa,schoolreturn,Denguele,CI.DE,13.513512,37,5.6977978,Cote d'Ivoire,CI,26378000,ed,64760.977
CIV,region,5,ipa,remotelearning,Denguele,CI.DE,20,50,5.7142859,Cote d'Ivoire,CI,26378000,ed,94094.734
CIV,region,5,ipa,healthseeking,Denguele,CI.DE,14.516129,62,4.5102706,Cote d'Ivoire,CI,26378000,hn,87069.25
CIV,region,6,ipa,fsec,Goh Djiboua,CI.GD,58.90411,73,5.7983675,Cote d'Ivoire,CI,26378000,hn,414736.91
CIV,region,6,ipa,healthseeking,Goh Djiboua,CI.GD,15.068493,73,4.2160239,Cote d'Ivoire,CI,26378000,hn,106417.97
CIV,region,6,ipa,remotelearning,Goh Djiboua,CI.GD,10.714287,56,4.1705298,Cote d'Ivoire,CI,26378000,ed,56456.848
CIV,region,6,ipa,schoolreturn,Goh Djiboua,CI.GD,11.764709,34,5.6086035,Cote d'Ivoire,CI,26378000,ed,51808.805
CIV,region,6,ipa,cashtransfer_delay,Goh Djiboua,CI.GD,,5,24.494898,Cote d'Ivoire,CI,26378000,sp,
CIV,region,6,ipa,govtsupport,Goh Djiboua,CI.GD,95.890411,73,2.3394864,Cote d'Ivoire,CI,26378000,sp,672098.13
CIV,region,7,ipa,fsec,Lacs,CI.LA,60.9375,64,6.146842,Cote d'Ivoire,CI,26378000,hn,376156.72
CIV,region,7,ipa,schoolreturn,Lacs,CI.LA,24.137932,29,8.0869236,Cote d'Ivoire,CI,26378000,ed,90665.383
CIV,region,7,ipa,govtsupport,Lacs,CI.LA,96.875,64,2.1921012,Cote d'Ivoire,CI,26378000,sp,595286.94
CIV,region,7,ipa,remotelearning,Lacs,CI.LA,32.608696,46,6.9881525,Cote d'Ivoire,CI,26378000,ed,141142.11
CIV,region,7,ipa,healthseeking,Lacs,CI.LA,10.9375,64,3.9322054,Cote d'Ivoire,CI,26378000,hn,67720.531
CIV,region,8,ipa,govtsupport,Lagunes,CI.LN,100,60,0,Cote d'Ivoire,CI,26378000,sp,576084.13
CIV,region,8,ipa,remotelearning,Lagunes,CI.LN,31.707314,41,7.3576112,Cote d'Ivoire,CI,26378000,ed,122323.14
CIV,region,8,ipa,fsec,Lagunes,CI.LN,43.333332,60,6.4513245,Cote d'Ivoire,CI,26378000,hn,250771.16
CIV,region,8,ipa,healthseeking,Lagunes,CI.LN,15.254237,59,4.7210679,Cote d'Ivoire,CI,26378000,hn,87069.242
CIV,region,8,ipa,schoolreturn,Lagunes,CI.LN,13.888885,36,5.845603,Cote d'Ivoire,CI,26378000,ed,64760.973
CIV,region,9,ipa,govtsupport,Montagnes,CI.MN,92,75,3.1537194,Cote d'Ivoire,CI,26378000,sp,662496.75
CIV,region,9,ipa,healthseeking,Montagnes,CI.MN,14.666667,75,4.1125312,Cote d'Ivoire,CI,26378000,hn,106417.97
CIV,region,9,ipa,cashtransfer_delay,Montagnes,CI.MN,,3,33.333332,Cote d'Ivoire,CI,26378000,sp,
CIV,region,9,ipa,fsec,Montagnes,CI.MN,57.333332,75,5.7495265,Cote d'Ivoire,CI,26378000,hn,414736.94
CIV,region,9,ipa,schoolreturn,Montagnes,CI.MN,23.07692,39,6.8347945,Cote d'Ivoire,CI,26378000,ed,116569.76
CIV,region,9,ipa,remotelearning,Montagnes,CI.MN,22.64151,53,5.8037009,Cote d'Ivoire,CI,26378000,ed,112913.69
CIV,region,10,ipa,govtsupport,Sassandra Marahoue,CI.SM,98.484848,66,1.5151515,Cote d'Ivoire,CI,26378000,sp,624091.13
CIV,region,10,ipa,schoolreturn,Sassandra Marahoue,CI.SM,27.272728,33,7.8729582,Cote d'Ivoire,CI,26378000,ed,116569.78
CIV,region,10,ipa,remotelearning,Sassandra Marahoue,CI.SM,25,48,6.3161392,Cote d'Ivoire,CI,26378000,ed,112913.69
CIV,region,10,ipa,fsec,Sassandra Marahoue,CI.SM,44.615383,65,6.2136517,Cote d'Ivoire,CI,26378000,hn,279706.28
CIV,region,10,ipa,healthseeking,Sassandra Marahoue,CI.SM,10.9375,64,3.9322054,Cote d'Ivoire,CI,26378000,hn,67720.531
CIV,region,11,ipa,cashtransfer_delay,Savanes,CI.SV,,2,50,Cote d'Ivoire,CI,26378000,sp,
CIV,region,11,ipa,schoolreturn,Savanes,CI.SV,19.230766,26,7.8822699,Cote d'Ivoire,CI,26378000,ed,64760.977
CIV,region,11,ipa,remotelearning,Savanes,CI.SV,10.810814,37,5.1752815,Cote d'Ivoire,CI,26378000,ed,37637.906
CIV,region,11,ipa,govtsupport,Savanes,CI.SV,96,50,2.7994168,Cote d'Ivoire,CI,26378000,sp,460867.31
CIV,region,11,ipa,fsec,Savanes,CI.SV,56,50,7.0912423,Cote d'Ivoire,CI,26378000,hn,270061.25
CIV,region,11,ipa,healthseeking,Savanes,CI.SV,6,50,3.3926692,Cote d'Ivoire,CI,26378000,hn,29023.084
CIV,region,12,ipa,healthseeking,Valley Of Bandama,CI.VB,11.904762,84,3.5546556,Cote d'Ivoire,CI,26378000,hn,96743.609
CIV,region,12,ipa,govtsupport,Valley Of Bandama,CI.VB,95.238098,84,2.337527,Cote d'Ivoire,CI,26378000,sp,768112.25
CIV,region,12,ipa,remotelearning,Valley Of Bandama,CI.VB,27.868851,61,5.7882242,Cote d'Ivoire,CI,26378000,ed,159961.03
CIV,region,12,ipa,fsec,Valley Of Bandama,CI.VB,42.857143,84,5.431922,Cote d'Ivoire,CI,26378000,hn,347221.59
CIV,region,12,ipa,schoolreturn,Valley Of Bandama,CI.VB,7.5,40,4.2176371,Cote d'Ivoire,CI,26378000,ed,38856.594
CIV,region,13,ipa,remotelearning,Woroba,CI.WB,19.148933,47,5.8014464,Cote d'Ivoire,CI,26378000,ed,84685.25
CIV,region,13,ipa,fsec,Woroba,CI.WB,38.983051,59,6.4039683,Cote d'Ivoire,CI,26378000,hn,221836.02
CIV,region,13,ipa,healthseeking,Woroba,CI.WB,15.254237,59,4.7210679,Cote d'Ivoire,CI,26378000,hn,87069.242
CIV,region,13,ipa,schoolreturn,Woroba,CI.WB,17.647057,34,6.636189,Cote d'Ivoire,CI,26378000,ed,77713.172
CIV,region,13,ipa,govtsupport,Woroba,CI.WB,96.610168,59,2.3762188,Cote d'Ivoire,CI,26378000,sp,547279.94
CIV,region,2,ipa,remotelearning,Autonomous District Of Yamoussoukro,CI.YM,24.444443,45,6.4788356,Cote d'Ivoire,CI,26378000,ed,103504.2
CIV,region,2,ipa,fsec,Autonomous District Of Yamoussoukro,CI.YM,57.894737,76,5.7010794,Cote d'Ivoire,CI,26378000,hn,424381.97
CIV,region,2,ipa,healthseeking,Autonomous District Of Yamoussoukro,CI.YM,15.789474,76,4.2105265,Cote d'Ivoire,CI,26378000,hn,116092.34
CIV,region,2,ipa,cashtransfer_delay,Autonomous District Of Yamoussoukro,CI.YM,,2,50,Cote d'Ivoire,CI,26378000,sp,
CIV,region,2,ipa,govtsupport,Autonomous District Of Yamoussoukro,CI.YM,96.052635,76,2.2484221,Cote d'Ivoire,CI,26378000,sp,700902.38
CIV,region,2,ipa,schoolreturn,Autonomous District Of Yamoussoukro,CI.YM,21.428574,42,6.4082141,Cote d'Ivoire,CI,26378000,ed,116569.8
CIV,region,14,ipa,schoolreturn,Zanzan,CI.ZA,23.333336,30,7.8540325,Cote d'Ivoire,CI,26378000,ed,90665.391
CIV,region,14,ipa,fsec,Zanzan,CI.ZA,48.387096,62,6.3985124,Cote d'Ivoire,CI,26378000,hn,289351.34
CIV,region,14,ipa,govtsupport,Zanzan,CI.ZA,95.161293,62,2.7474515,Cote d'Ivoire,CI,26378000,sp,566482.75
CIV,region,14,ipa,healthseeking,Zanzan,CI.ZA,14.516129,62,4.5102706,Cote d'Ivoire,CI,26378000,hn,87069.25
CIV,region,14,ipa,remotelearning,Zanzan,CI.ZA,23.91304,46,6.3586698,Cote d'Ivoire,CI,26378000,ed,103504.2
COL,region,44,ipa,govtsupport,La Guajira,CODHS2015397023,,15,13.093074,Colombia,CO,50883000,sp,
COL,region,44,ipa,cashtransfer_delay,La Guajira,CODHS2015397023,,5,20,Colombia,CO,50883000,sp,
COL,region,44,ipa,healthseeking,La Guajira,CODHS2015397023,,15,10.69045,Colombia,CO,50883000,hn,
COL,region,44,ipa,fsec,La Guajira,CODHS2015397023,,14,9.7052317,Colombia,CO,50883000,hn,
COL,region,44,ipa,remotelearning,La Guajira,CODHS2015397023,,7,0,Colombia,CO,50883000,ed,
COL,region,20,ipa,govtsupport,Cesar,CODHS2015397024,50,32,8.9802647,Colombia,CO,50883000,sp,146717
COL,region,20,ipa,cashtransfer_delay,Cesar,CODHS2015397024,,17,11.391128,Colombia,CO,50883000,sp,
COL,region,20,ipa,healthseeking,Cesar,CODHS2015397024,34.375,32,8.5305138,Colombia,CO,50883000,hn,100867.94
COL,region,20,ipa,remotelearning,Cesar,CODHS2015397024,,14,7.1428571,Colombia,CO,50883000,ed,
COL,region,20,ipa,fsec,Cesar,CODHS2015397024,65.625,32,8.5305138,Colombia,CO,50883000,hn,193595.16
COL,region,47,ipa,healthseeking,Magdalena,CODHS2015397025,,24,10.389457,Colombia,CO,50883000,hn,
COL,region,47,ipa,fsec,Magdalena,CODHS2015397025,,24,9.0289392,Colombia,CO,50883000,hn,
COL,region,47,ipa,govtsupport,Magdalena,CODHS2015397025,,24,10.389457,Colombia,CO,50883000,sp,
COL,region,47,ipa,remotelearning,Magdalena,CODHS2015397025,,11,0,Colombia,CO,50883000,ed,
COL,region,47,ipa,cashtransfer_delay,Magdalena,CODHS2015397025,,10,15.275252,Colombia,CO,50883000,sp,
COL,region,8,ipa,cashtransfer_delay,Atlántico,CODHS2015397026,,12,15.075567,Colombia,CO,50883000,sp,
COL,region,8,ipa,healthseeking,Atlántico,CODHS2015397026,42.424244,66,6.1301374,Colombia,CO,50883000,hn,256754.75
COL,region,8,ipa,remotelearning,Atlántico,CODHS2015397026,,21,0,Colombia,CO,50883000,ed,
COL,region,8,ipa,fsec,Atlántico,CODHS2015397026,68.181816,66,5.7771721,Colombia,CO,50883000,hn,414846.72
COL,region,8,ipa,govtsupport,Atlántico,CODHS2015397026,65.15152,66,5.9101367,Colombia,CO,50883000,sp,394301.97
COL,region,13,ipa,cashtransfer_delay,Bolívar,CODHS2015397028,,18,9.0387688,Colombia,CO,50883000,sp,
COL,region,13,ipa,govtsupport,Bolívar,CODHS2015397028,60.784313,51,6.904634,Colombia,CO,50883000,sp,284264.19
COL,region,13,ipa,remotelearning,Bolívar,CODHS2015397028,,19,5.2631578,Colombia,CO,50883000,ed,
COL,region,13,ipa,fsec,Bolívar,CODHS2015397028,76.470589,51,5.9988465,Colombia,CO,50883000,hn,359533.84
COL,region,13,ipa,healthseeking,Bolívar,CODHS2015397028,43.137257,51,7.0041456,Colombia,CO,50883000,hn,201735.89
COL,region,70,ipa,govtsupport,Sucre,CODHS2015397029,,22,10.729033,Colombia,CO,50883000,sp,
COL,region,70,ipa,cashtransfer_delay,Sucre,CODHS2015397029,,8,16.366343,Colombia,CO,50883000,sp,
COL,region,70,ipa,healthseeking,Sucre,CODHS2015397029,,22,10.163945,Colombia,CO,50883000,hn,
COL,region,70,ipa,remotelearning,Sucre,CODHS2015397029,,9,11.111111,Colombia,CO,50883000,ed,
COL,region,70,ipa,fsec,Sucre,CODHS2015397029,,22,9.7185907,Colombia,CO,50883000,hn,
COL,region,23,ipa,healthseeking,Córdoba,CODHS2015397030,34.146343,41,7.4977689,Colombia,CO,50883000,hn,128377.38
COL,region,23,ipa,fsec,Córdoba,CODHS2015397030,73.170731,41,7.0055642,Colombia,CO,50883000,hn,276564.47
COL,region,23,ipa,cashtransfer_delay,Córdoba,CODHS2015397030,,18,9.0387688,Colombia,CO,50883000,sp,
COL,region,23,ipa,govtsupport,Córdoba,CODHS2015397030,56.097561,41,7.8466868,Colombia,CO,50883000,sp,210905.69
COL,region,23,ipa,remotelearning,Córdoba,CODHS2015397030,,12,8.333333,Colombia,CO,50883000,ed,
COL,region,54,ipa,fsec,Norte de Santander,CODHS2015397031,64.285713,28,9.2213888,Colombia,CO,50883000,hn,165938.7
COL,region,54,ipa,healthseeking,Norte de Santander,CODHS2015397031,39.285713,28,9.398984,Colombia,CO,50883000,hn,100867.94
COL,region,54,ipa,govtsupport,Norte de Santander,CODHS2015397031,71.428574,28,8.6940088,Colombia,CO,50883000,sp,183396.25
COL,region,54,ipa,remotelearning,Norte de Santander,CODHS2015397031,,7,0,Colombia,CO,50883000,ed,
COL,region,54,ipa,cashtransfer_delay,Norte de Santander,CODHS2015397031,,8,12.5,Colombia,CO,50883000,sp,
COL,region,68,ipa,govtsupport,Santander,CODHS2015397032,67.796616,59,6.1353703,Colombia,CO,50883000,sp,366792.53
COL,region,68,ipa,remotelearning,Santander,CODHS2015397032,,22,0,Colombia,CO,50883000,ed,
COL,region,68,ipa,fsec,Santander,CODHS2015397032,51.724136,58,6.6187234,Colombia,CO,50883000,hn,276564.47
COL,region,68,ipa,healthseeking,Santander,CODHS2015397032,50.847458,59,6.5643787,Colombia,CO,50883000,hn,275094.38
COL,region,68,ipa,cashtransfer_delay,Santander,CODHS2015397032,,14,13.289435,Colombia,CO,50883000,sp,
COL,region,15,ipa,remotelearning,Boyacá,CODHS2015397033,,12,0,Colombia,CO,50883000,ed,
COL,region,15,ipa,healthseeking,Boyacá,CODHS2015397033,41.07143,56,6.6336341,Colombia,CO,50883000,hn,210905.7
COL,region,15,ipa,govtsupport,Boyacá,CODHS2015397033,71.428574,56,6.0914493,Colombia,CO,50883000,sp,366792.5
COL,region,15,ipa,fsec,Boyacá,CODHS2015397033,58.18182,55,6.7124233,Colombia,CO,50883000,hn,295002.13
COL,region,15,ipa,cashtransfer_delay,Boyacá,CODHS2015397033,,9,11.111111,Colombia,CO,50883000,sp,
COL,region,25,ipa,healthseeking,Cundinamarca,CODHS2015397034,49.19355,124,4.507762,Colombia,CO,50883000,hn,559358.63
COL,region,25,ipa,cashtransfer_delay,Cundinamarca,CODHS2015397034,,18,9.0387688,Colombia,CO,50883000,sp,
COL,region,25,ipa,fsec,Cundinamarca,CODHS2015397034,52.845528,123,4.5194507,Colombia,CO,50883000,hn,599223.06
COL,region,25,ipa,remotelearning,Cundinamarca,CODHS2015397034,5.2631607,38,3.6709781,Colombia,CO,50883000,ed,45347.75
COL,region,25,ipa,govtsupport,Cundinamarca,CODHS2015397034,69.10569,123,4.1832733,Colombia,CO,50883000,sp,779434.06
COL,region,50,ipa,cashtransfer_delay,Meta,CODHS2015397035,,9,11.111111,Colombia,CO,50883000,sp,
COL,region,50,ipa,remotelearning,Meta,CODHS2015397035,,14,0,Colombia,CO,50883000,ed,
COL,region,50,ipa,govtsupport,Meta,CODHS2015397035,72.549019,51,6.3111672,Colombia,CO,50883000,sp,339283.06
COL,region,50,ipa,fsec,Meta,CODHS2015397035,60,50,6.9985423,Colombia,CO,50883000,hn,276564.5
COL,region,50,ipa,healthseeking,Meta,CODHS2015397035,41.176472,51,6.960094,Colombia,CO,50883000,hn,192566.08
COL,region,11,ipa,govtsupport,Bogotá,CODHS2015397036,84.824905,257,2.2423708,Colombia,CO,50883000,sp,1999019.3
