countrycode,group,groupvalue,sr,round,indicator,grouplabel,regid,value,ss,se,month,year,disagreggation,last,country,iso2,sp_pop_totl,regioncode,regionname,theme,abs
MEX,wealth,5,ipa,1,fsec,Richest 20%,,14.615385,260,2.1950533,,,1,1,Mexico,MX,128933000,LCN,Latin America and Caribbean,hn,1146934.8
UGA,wealth,5,wb,2,fsec,Richest 20%,,28.190224,258,2.806561,,,1,1,Uganda,UG,45741000,SSF,Sub-Saharan Africa,hn,804268.38
PHL,wealth,5,ipa,1,schoolreturn,Richest 20%,,25,352,2.3112509,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,ed,3068267.5
ETH,location,1,wb,3,healthseeking,Urban,,12.868362,422,1.6319561,,,1,,Ethiopia,ET,114964000,SSF,Sub-Saharan Africa,hn,5124652.5
MDG,all,,wb_dashboard,1,remotelearning,National average,,60.034855,838,,6,2020,0,1,Madagascar,MG,27691000,SSF,Sub-Saharan Africa,ed,5300694.5
VNM,location,2,wb,1,remotelearning,Rural,,21.38401,2355,.84507793,,,1,1,Vietnam,VN,97339000,EAS,East Asia and Pacific,ed,2793083.5
MWI,all,,wb,1,govtsupport,National average,,96.519096,1728,.44106907,6,2020,1,,Malawi,MW,19130000,SSF,Sub-Saharan Africa,sp,9833728
MWI,all,,wb,1,healthseeking,National average,,15.285889,1057,1.1073662,6,2020,1,,Malawi,MW,19130000,SSF,Sub-Saharan Africa,hn,2136851.8
MWI,all,,wb,1,remotelearning,National average,,82.967033,1206,1.0829401,6,2020,1,,Malawi,MW,19130000,SSF,Sub-Saharan Africa,ed,5727296
MWI,all,,wb,2,fsec,National average,,79.452713,1646,.99620491,,,1,,Malawi,MW,19130000,SSF,Sub-Saharan Africa,hn,7710806.5
MWI,location,1,wb,1,healthseeking,Urban,,17.854218,339,2.0830739,,,1,,Malawi,MW,19130000,SSF,Sub-Saharan Africa,hn,800477.63
ETH,all,,wb,5,govtsupport,National average,,96.391464,2770,.35442397,,,1,1,Ethiopia,ET,114964000,SSF,Sub-Saharan Africa,sp,51849208
MLI,all,,wb,1,govtsupport,National average,,97.760918,1751,.35367009,6,2020,1,,Mali,ML,20251000,SSF,Sub-Saharan Africa,sp,10686215
ETH,location,2,wb,3,govtsupport,Rural,,97.696541,934,.49112129,,,1,,Ethiopia,ET,114964000,SSF,Sub-Saharan Africa,sp,17719434
IND,poor,0,yl,1,schoolreturn,Non poor,,18.848923,695,1.4846041,,,1,1,India (Andhra Pradesh & Telangana),IN,1380004000,SAS,South Asia,ed,24972228
GTM,all,,wb_dashboard,2,remotelearning,National average,,13.314941,445,,7,2020,0,,Guatemala,GT,16918000,LCN,Latin America and Caribbean,ed,676832.19
BOL,all,,wb_dashboard,1,remotelearning,National average,,15.236519,721,,5,2020,0,,Bolivia,BO,11673000,LCN,Latin America and Caribbean,ed,742534.06
GHA,all,,ipa,1,fsec,National average,,52.875694,1617,1.2417376,,,1,1,Ghana,GH,31073000,SSF,Sub-Saharan Africa,hn,7114505
ETH,location,2,wb,3,fsec,Rural,,54.4725,934,1.6303645,,,1,,Ethiopia,ET,114964000,SSF,Sub-Saharan Africa,hn,9894083
CRI,all,,wb_dashboard,3,remotelearning,National average,,3.2738953,347,,8,2020,0,1,Costa Rica,CR,5094000,LCN,Latin America and Caribbean,ed,42673.129
MLI,all,,wb,4,healthseeking,National average,,3.392067,1292,.50382,,,1,,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,371360.63
TCD,poor,1,wb,1,remotelearning,Poor,,88.504066,289,1.8795656,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,ed,1192956.8
TCD,poor,0,wb,1,fsec,Non poor,,85.544113,1377,.94799984,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,hn,5922387.5
ETH,location,1,wb,5,govtsupport,Urban,,97.957169,1995,.31679052,,,1,1,Ethiopia,ET,114964000,SSF,Sub-Saharan Africa,sp,37949224
UZB,all,,wb_dashboard,4,govtsupport,National average,,96.994194,1515,,7,2020,0,,Uzbekistan,UZ,34074000,ECS,Europe and Central Asia,sp,10843312
KEN,wealth,1,wb,1,healthseeking,Poorest 20%,,11.927055,161,2.562288,,,1,,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,543393.25
ETH,all,,wb,2,fsec,National average,,55.566448,3101,.89244401,5,2020,1,,Ethiopia,ET,114964000,SSF,Sub-Saharan Africa,hn,33509332
PER,location,2,yl,1,fsec,Rural,,13.825215,2792,.65335035,,,1,1,Peru,PE,32972000,LCN,Latin America and Caribbean,hn,244443.16
UGA,location,2,wb,1,remotelearning,Rural,,44.36731,1306,1.3752806,,,1,1,Uganda,UG,45741000,SSF,Sub-Saharan Africa,ed,5523827
PER,location,1,yl,1,schoolreturn,Urban,,24.163567,1883,.98675579,,,1,1,Peru,PE,32972000,LCN,Latin America and Caribbean,ed,1282241.4
BOL,all,,wb_dashboard,1,healthseeking,National average,,37.411465,310,,5,2020,0,,Bolivia,BO,11673000,LCN,Latin America and Caribbean,hn,2961678.5
GHA,wealth,5,ipa,1,remotelearning,Richest 20%,,32.222221,90,4.9536624,,,1,1,Ghana,GH,31073000,SSF,Sub-Saharan Africa,ed,272005.81
DOM,all,,wb_dashboard,3,govtsupport,National average,,70.013199,667,,8,2020,0,1,Dominican Republic,DO,10848000,LCN,Latin America and Caribbean,sp,2488233.5
ZMB,wealth,5,ipa,1,fsec,Richest 20%,,40.350876,171,3.7627387,,,1,1,Zambia,ZM,18384000,SSF,Sub-Saharan Africa,hn,716482.13
MEX,all,,ipa,1,schoolreturn,National average,,13.138687,411,1.6683887,,,1,1,Mexico,MX,128933000,LCN,Latin America and Caribbean,ed,3822494.3
ETH,all,,wb,5,fsec,National average,,46.612827,2766,.94868845,,,1,1,Ethiopia,ET,114964000,SSF,Sub-Saharan Africa,hn,25073156
MLI,location,1,wb,1,fsec,Urban,,25.819311,1219,1.2539902,,,1,,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,1948122.6
ETH,location,1,wb,3,govtsupport,Urban,,100.72683,2124,3.4679914,,,1,,Ethiopia,ET,114964000,SSF,Sub-Saharan Africa,sp,41545448
MNG,all,,wb_dashboard,1,remotelearning,National average,,26.555046,634,,5,2020,0,1,Mongolia,MN,3278000,EAS,East Asia and Pacific,ed,206544.63
ECU,all,,wb_dashboard,2,healthseeking,National average,,21.932976,328,,6,2020,0,,Ecuador,EC,17643000,LCN,Latin America and Caribbean,hn,1312836.3
MNG,all,,wb_dashboard,1,govtsupport,National average,,31.146988,1333,,5,2020,0,1,Mongolia,MN,3278000,EAS,East Asia and Pacific,sp,359205.13
GHA,all,,ipa,1,healthseeking,National average,,10.363973,1621,.7572633,,,1,1,Ghana,GH,31073000,SSF,Sub-Saharan Africa,hn,1394488.3
NGA,location,2,wb,2,remotelearning,Rural,,43.19659,871,1.6793929,,,1,,Nigeria,NG,206140000,SSF,Sub-Saharan Africa,ed,27398694
NGA,all,,wb,4,fsec,National average,,80.351723,1789,.93967158,8,2020,1,1,Nigeria,NG,206140000,SSF,Sub-Saharan Africa,hn,98111728
KEN,wealth,5,wb,1,govtsupport,Richest 20%,,96.918808,226,1.1520524,,,1,,Kenya,KE,53771000,SSF,Sub-Saharan Africa,sp,1318719.3
SEN,all,,wb_dashboard,1,healthseeking,National average,,25.417725,663,,5,2020,0,1,Senegal,SN,16744000,SSF,Sub-Saharan Africa,hn,2090561.9
SLE,location,2,ipa,1,remotelearning,Rural,,35.051544,97,4.8697019,,,1,1,Sierra Leone,SL,7977000,SSF,Sub-Saharan Africa,ed,102173.61
BOL,all,,wb_dashboard,3,remotelearning,National average,,22.187355,473,,7,2020,0,1,Bolivia,BO,11673000,LCN,Latin America and Caribbean,ed,709352.38
NGA,location,1,wb,2,fsec,Urban,,85.372978,717,1.3206315,,,1,,Nigeria,NG,206140000,SSF,Sub-Saharan Africa,hn,41778708
PHL,location,1,ipa,1,fsec,Urban,,39.807693,520,2.1486731,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,hn,5856575.5
UZB,all,,wb_dashboard,2,healthseeking,National average,,23.237488,42,,5,2020,0,,Uzbekistan,UZ,34074000,ECS,Europe and Central Asia,hn,3026763.3
MWI,location,2,wb,1,remotelearning,Rural,,86.017342,786,1.2378073,,,1,,Malawi,MW,19130000,SSF,Sub-Saharan Africa,ed,3869949.8
DJI,all,,wb,1,healthseeking,National average,,37.183674,262,2.9915216,7,2020,1,1,Djibouti,DJ,988000,MEA,Middle East and North Africa,hn,126394.38
NGA,location,1,wb,5,remotelearning,Urban,,21.031792,359,2.1538861,,,1,1,Nigeria,NG,206140000,SSF,Sub-Saharan Africa,ed,5498357.5
KEN,wealth,5,wb,2,remotelearning,Richest 20%,,1.9692383,33,2.4561512,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,4201.583
BFA,location,2,wb,3,healthseeking,Rural,,4.6390839,404,1.0477287,,,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,218141.63
TCD,poor,1,wb,1,healthseeking,Poor,,21.419487,186,3.0163109,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,hn,421342.41
PHL,all,,ipa,1,cashtransfer_delay,National average,,38.28125,128,4.3132014,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,sp,15022284
HND,all,,wb_dashboard,1,healthseeking,National average,,21.083748,217,,6,2020,0,,Honduras,HN,9905000,LCN,Latin America and Caribbean,hn,1266474.9
GHA,wealth,1,ipa,1,remotelearning,Poorest 20%,,49.488056,293,2.9258752,,,1,1,Ghana,GH,31073000,SSF,Sub-Saharan Africa,ed,1360029.1
DJI,location,1,wb,1,remotelearning,Urban,,14.438736,660,1.3691798,,,1,1,Djibouti,DJ,988000,MEA,Middle East and North Africa,ed,34762.266
ETH,all,,wb,4,healthseeking,National average,,5.4264069,865,.77069795,,,1,,Ethiopia,ET,114964000,SSF,Sub-Saharan Africa,hn,4429525
TUN,all,,wb_dashboard,2,healthseeking,National average,,18.661766,183,,5,2020,0,1,Tunisia,TN,11819000,MEA,Middle East and North Africa,hn,624002.81
TCD,all,,wb,1,healthseeking,National average,,23.596962,831,1.4738196,6,2020,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,hn,2073816.1
UGA,location,1,wb,1,healthseeking,Urban,,15.031509,338,1.9467729,,,1,,Uganda,UG,45741000,SSF,Sub-Saharan Africa,hn,935951.5
MLI,poor,0,wb,3,healthseeking,Non poor,,3.4017334,956,.58658773,,,1,,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,275566.94
NGA,location,1,wb,4,healthseeking,Urban,,12.178123,221,2.2048559,,,1,1,Nigeria,NG,206140000,SSF,Sub-Saharan Africa,hn,4639809.5
NGA,all,,wb,1,healthseeking,National average,,25.587097,644,1.720795,4,2020,1,,Nigeria,NG,206140000,SSF,Sub-Saharan Africa,hn,28407590
SLE,wealth,1,ipa,1,remotelearning,Poorest 20%,,23.32016,253,2.6638274,,,1,1,Sierra Leone,SL,7977000,SSF,Sub-Saharan Africa,ed,177301.28
BFA,location,1,wb,2,govtsupport,Urban,,99.319107,1324,.22608736,,,1,,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,sp,7082999
NGA,all,,wb,2,fsec,National average,,84.491135,1820,.84874892,6,2020,1,,Nigeria,NG,206140000,SSF,Sub-Saharan Africa,hn,104953744
ECU,all,,wb_dashboard,3,healthseeking,National average,,22.130707,316,,7,2020,0,1,Ecuador,EC,17643000,LCN,Latin America and Caribbean,hn,1276208.1
KEN,wealth,1,wb,2,fsec,Poorest 20%,,38.061485,310,2.7621293,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,710367.81
NGA,all,,wb,3,cashtransfer_delay,National average,,15.02254,103,3.5377202,7,2020,1,1,Nigeria,NG,206140000,SSF,Sub-Saharan Africa,sp,15513068
NGA,all,,wb,3,govtsupport,National average,,94.449791,1790,.54131502,7,2020,1,,Nigeria,NG,206140000,SSF,Sub-Saharan Africa,sp,97588360
NGA,all,,wb,3,remotelearning,National average,,46.012543,1344,1.360024,7,2020,1,,Nigeria,NG,206140000,SSF,Sub-Saharan Africa,ed,45033712
IND,poor,0,yl,1,fsec,Non poor,,11.334025,8673,.34041676,,,1,1,India (Andhra Pradesh & Telangana),IN,1380004000,SAS,South Asia,hn,19620638
PHL,wealth,1,ipa,1,govtsupport,Poorest 20%,,16.304344,276,2.227598,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,sp,1271335.1
NGA,all,,wb,4,remotelearning,National average,,43.384933,1465,1.2952838,8,2020,1,,Nigeria,NG,206140000,SSF,Sub-Saharan Africa,ed,46284844
BOL,all,,wb_dashboard,2,healthseeking,National average,,32.448036,165,,6,2020,0,,Bolivia,BO,11673000,LCN,Latin America and Caribbean,hn,1367237.3
SLE,location,1,ipa,1,govtsupport,Urban,,92.87532,1179,.74948037,,,1,1,Sierra Leone,SL,7977000,SSF,Sub-Saharan Africa,sp,3155739.8
RWA,wealth,5,ipa,1,fsec,Richest 20%,,40.784313,255,3.0835295,,,1,1,Rwanda,RW,12952000,SSF,Sub-Saharan Africa,hn,419371.06
UGA,wealth,1,wb,2,healthseeking,Poorest 20%,,14.418152,569,1.4739118,,,1,1,Uganda,UG,45741000,SSF,Sub-Saharan Africa,hn,1511318.3
NGA,location,1,wb,4,fsec,Urban,,79.40448,706,1.5230505,,,1,1,Nigeria,NG,206140000,SSF,Sub-Saharan Africa,hn,38261772
NGA,location,1,wb,4,schoolreturn,Urban,,3.5029831,406,.91358429,,,1,1,Nigeria,NG,206140000,SSF,Sub-Saharan Africa,ed,948959.5
PHL,wealth,5,ipa,1,govtsupport,Richest 20%,,11.191338,554,1.3406211,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,sp,1751617.9
NGA,location,2,wb,2,healthseeking,Rural,,12.212311,410,1.6190268,,,1,,Nigeria,NG,206140000,SSF,Sub-Saharan Africa,hn,8631956
SSD,all,,wb_dashboard,1,remotelearning,National average,,68.008476,944,,6,2020,0,1,South Sudan,SS,11194000,SSF,Sub-Saharan Africa,ed,2487844
NGA,location,2,wb,4,remotelearning,Rural,,48.370625,924,1.6448959,,,1,,Nigeria,NG,206140000,SSF,Sub-Saharan Africa,ed,32547368
KEN,all,,wb,2,fsec,National average,,34.804188,4457,.713597,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,9339207
UGA,all,,wb,1,healthseeking,National average,,18.389015,1354,1.0531849,6,2020,1,,Uganda,UG,45741000,SSF,Sub-Saharan Africa,hn,4586814.5
KEN,wealth,1,wb,1,fsec,Poorest 20%,,57.276226,887,1.661901,,,1,,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,3058678.8
NGA,all,,wb,2,cashtransfer_delay,National average,,15.302692,262,2.2284274,6,2020,1,,Nigeria,NG,206140000,SSF,Sub-Saharan Africa,sp,40196316
MWI,location,1,wb,2,govtsupport,Urban,,98.098503,611,.55298555,,,1,,Malawi,MW,19130000,SSF,Sub-Saharan Africa,sp,3533986
SLV,all,,wb_dashboard,3,healthseeking,National average,,11.209816,201,,8,2020,0,1,El Salvador,SV,6486000,LCN,Latin America and Caribbean,hn,247062.45
NGA,all,,wb,4,govtsupport,National average,,95.858032,1789,.47123116,8,2020,1,1,Nigeria,NG,206140000,SSF,Sub-Saharan Africa,sp,98988064
RWA,location,2,ipa,1,healthseeking,Rural,,14.676617,402,1.7671558,,,1,1,Rwanda,RW,12952000,SSF,Sub-Saharan Africa,hn,236788.69
MWI,location,2,wb,3,fsec,Rural,,79.481735,1028,1.2601398,,,1,1,Malawi,MW,19130000,SSF,Sub-Saharan Africa,hn,4817499.5
KEN,location,2,wb,1,remotelearning,Rural,,32.355522,1268,1.3143228,,,1,,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,2652579.8
NGA,location,2,wb,1,remotelearning,Rural,,41.581696,942,1.606685,,,1,,Nigeria,NG,206140000,SSF,Sub-Saharan Africa,ed,28524322
VNM,location,2,wb,1,govtsupport,Rural,,94.813797,4421,.33354121,,,1,1,Vietnam,VN,97339000,EAS,East Asia and Pacific,sp,17882692
PER,all,,yl,1,schoolreturn,National average,,24.58403,2404,.87837768,,,1,1,Peru,PE,32972000,LCN,Latin America and Caribbean,ed,1665505.1
UGA,wealth,5,wb,2,govtsupport,Richest 20%,,94.868134,258,1.3763572,,,1,1,Uganda,UG,45741000,SSF,Sub-Saharan Africa,sp,2706592.3
BFA,all,,wb,2,fsec,National average,,60.991825,1457,1.2783004,6,2020,1,,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,6705969.5
MLI,poor,1,wb,3,healthseeking,Poor,,3.5542831,334,1.0146011,,,1,,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,100592.92
BFA,poor,1,wb,2,remotelearning,Poor,,23.810036,403,2.1243002,,,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,ed,549280.5
PHL,all,,ipa,1,govtsupport,National average,,10.943123,1389,.83793372,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,sp,4294287.5
UZB,all,,wb_dashboard,5,govtsupport,National average,,95.052528,1513,,8,2020,0,1,Uzbekistan,UZ,34074000,ECS,Europe and Central Asia,sp,10612218
MLI,location,2,wb,2,govtsupport,Rural,,95.300446,648,.83200049,,,1,,Mali,ML,20251000,SSF,Sub-Saharan Africa,sp,3855160
BFA,poor,0,wb,3,healthseeking,Non poor,,2.572731,751,.57810485,,,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,224884.36
UGA,location,1,wb,2,fsec,Urban,,35.144165,562,2.0156713,,,1,1,Uganda,UG,45741000,SSF,Sub-Saharan Africa,hn,2184099
BGR,all,,wb_dashboard,1,govtsupport,National average,,94.198601,1510,,7,2020,0,1,Bulgaria,BG,6923000,ECS,Europe and Central Asia,sp,1144763.6
VNM,location,1,wb,1,remotelearning,Urban,,20.738297,1001,1.2820891,,,1,1,Vietnam,VN,97339000,EAS,East Asia and Pacific,ed,1151359.8
GHA,wealth,1,ipa,1,healthseeking,Poorest 20%,,13.149847,327,1.8717026,,,1,1,Ghana,GH,31073000,SSF,Sub-Saharan Africa,hn,356922.59
TJK,all,,wb_dashboard,2,remotelearning,National average,,65.91275,460,,5,2020,0,1,Tajikistan,TJ,9538000,ECS,Europe and Central Asia,ed,1773136.8
PHL,wealth,1,ipa,1,fsec,Poorest 20%,,43.84058,276,2.9921482,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,hn,3423408.8
NGA,all,,wb,4,healthseeking,National average,,10.119888,700,1.1407253,8,2020,1,1,Nigeria,NG,206140000,SSF,Sub-Saharan Africa,hn,12212407
MLI,location,2,wb,1,govtsupport,Rural,,97.543739,544,.66425836,,,1,,Mali,ML,20251000,SSF,Sub-Saharan Africa,sp,3312613.5
BFA,poor,0,wb,2,fsec,Non poor,,61.288464,937,1.5921048,,,1,,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,4333599
BFA,all,,wb,2,remotelearning,National average,,25.573494,1264,1.2276008,6,2020,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,ed,1850402.6
MEX,wealth,1,ipa,1,schoolreturn,Poorest 20%,,8.6614151,127,2.5057418,,,1,1,Mexico,MX,128933000,LCN,Latin America and Caribbean,ed,778655.94
VNM,location,1,wb,1,govtsupport,Urban,,98.252914,1792,.30958635,,,1,1,Vietnam,VN,97339000,EAS,East Asia and Pacific,sp,7511458.5
MWI,location,2,wb,1,govtsupport,Rural,,96.121239,1111,.57955509,,,1,,Malawi,MW,19130000,SSF,Sub-Saharan Africa,sp,6296434
PHL,location,1,ipa,1,cashtransfer_delay,Urban,,35.294117,34,8.318903,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,sp,3678926.5
MEX,wealth,1,ipa,1,remotelearning,Poorest 20%,,9.8591537,142,2.5105629,,,1,1,Mexico,MX,128933000,LCN,Latin America and Caribbean,ed,925699.75
MLI,location,2,wb,4,healthseeking,Rural,,3.6719131,453,.88461363,,,1,,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,140948.19
ETH,location,2,wb,1,govtsupport,Rural,,88.128265,978,1.0348263,,,1,,Ethiopia,ET,114964000,SSF,Sub-Saharan Africa,sp,16737009
NGA,location,2,wb,4,healthseeking,Rural,,9.4608688,479,1.3386582,,,1,1,Nigeria,NG,206140000,SSF,Sub-Saharan Africa,hn,7812572
ETH,location,1,wb,5,remotelearning,Urban,,75.286957,838,1.4909403,,,1,1,Ethiopia,ET,114964000,SSF,Sub-Saharan Africa,ed,17657106
KEN,location,2,wb,2,healthseeking,Rural,,4.8316574,394,1.0816777,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,538700.56
SSD,all,,wb_dashboard,1,healthseeking,National average,,14.49044,628,,6,2020,0,1,South Sudan,SS,11194000,SSF,Sub-Saharan Africa,hn,777488.94
MLI,poor,0,wb,5,healthseeking,Non poor,,2.6688766,977,.51589948,,,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,220948.97
PRY,all,,wb_dashboard,1,remotelearning,National average,,1.4031754,458,,6,2020,0,,Paraguay,PY,7133000,LCN,Latin America and Caribbean,ed,41910.141
UGA,all,,wb,1,govtsupport,National average,,97.742516,2225,.31498283,6,2020,1,,Uganda,UG,45741000,SSF,Sub-Saharan Africa,sp,24048960
PRY,all,,wb_dashboard,3,healthseeking,National average,,14.130219,160,,8,2020,0,1,Paraguay,PY,7133000,LCN,Latin America and Caribbean,hn,474456.91
KEN,location,1,wb,2,fsec,Urban,,33.964363,2410,.96490049,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,4928064.5
MLI,location,1,wb,4,fsec,Urban,,15.058556,1262,1.0071495,,,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,1176279.6
KEN,wealth,5,wb,1,remotelearning,Richest 20%,,32.291656,137,4.0095611,,,1,,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,286030.03
BFA,location,1,wb,3,healthseeking,Urban,,4.4507523,728,.76482683,,,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,377128.84
UGA,all,,wb,2,govtsupport,National average,,95.205551,2199,.45570812,,,1,1,Uganda,UG,45741000,SSF,Sub-Saharan Africa,sp,23151028
MLI,location,2,wb,3,govtsupport,Rural,,94.749992,638,.88368994,,,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,sp,3773743.3
PHL,location,2,ipa,1,cashtransfer_delay,Rural,,39.361702,94,5.0660439,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,sp,11343357
DOM,all,,wb_dashboard,2,healthseeking,National average,,11.748955,239,,7,2020,0,,Dominican Republic,DO,10848000,LCN,Latin America and Caribbean,hn,417551.88
MLI,location,1,wb,2,govtsupport,Urban,,93.624817,1279,.68340206,,,1,,Mali,ML,20251000,SSF,Sub-Saharan Africa,sp,7475392.5
NGA,location,2,wb,3,govtsupport,Rural,,94.827202,1087,.67206973,,,1,,Nigeria,NG,206140000,SSF,Sub-Saharan Africa,sp,59498560
CIV,all,,ipa,1,remotelearning,National average,,20.897156,914,1.3455637,,,1,1,Cote d'Ivoire,CI,26378000,SSF,Sub-Saharan Africa,ed,1797209.5
SLE,location,2,ipa,1,healthseeking,Rural,,4,125,1.7597654,,,1,1,Sierra Leone,SL,7977000,SSF,Sub-Saharan Africa,hn,14442.998
MWI,location,1,wb,3,govtsupport,Urban,,97.512444,596,.63849568,,,1,1,Malawi,MW,19130000,SSF,Sub-Saharan Africa,sp,3426632.5
GHA,wealth,5,ipa,1,fsec,Richest 20%,,54.368931,309,2.8381174,,,1,1,Ghana,GH,31073000,SSF,Sub-Saharan Africa,hn,1397937.9
PER,poor,0,yl,1,govtsupport,Non poor,,47.780884,13947,.42297727,,,1,1,Peru,PE,32972000,LCN,Latin America and Caribbean,sp,4259431
BFA,all,,wb,2,healthseeking,National average,,2.2541275,920,.48964423,6,2020,1,,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,241374.44
PER,poor,0,yl,1,schoolreturn,Non poor,,24.909088,2200,.92227411,,,1,1,Peru,PE,32972000,LCN,Latin America and Caribbean,ed,1544325.8
PER,poor,1,yl,1,fsec,Poor,,22.262119,1114,1.2469585,,,1,1,Peru,PE,32972000,LCN,Latin America and Caribbean,hn,157051.56
BOL,all,,wb_dashboard,3,healthseeking,National average,,24.976074,217,,7,2020,0,1,Bolivia,BO,11673000,LCN,Latin America and Caribbean,hn,1384061.8
PER,poor,1,yl,1,remotelearning,Poor,,8.1967239,61,3.5413883,,,1,1,Peru,PE,32972000,LCN,Latin America and Caribbean,ed,45044.855
MWI,location,2,wb,1,healthseeking,Rural,,14.776146,718,1.3252615,,,1,,Malawi,MW,19130000,SSF,Sub-Saharan Africa,hn,1403118.4
MLI,location,2,wb,1,fsec,Rural,,25.018196,547,1.8535727,,,1,,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,847054.31
NGA,all,,wb,2,govtsupport,National average,,86.683342,1820,.79661608,6,2020,1,,Nigeria,NG,206140000,SSF,Sub-Saharan Africa,sp,91064904
CIV,all,,ipa,1,healthseeking,National average,,13.601824,1316,.94533986,,,1,1,Cote d'Ivoire,CI,26378000,SSF,Sub-Saharan Africa,hn,1731710.6
MWI,location,1,wb,2,remotelearning,Urban,,61.818005,417,2.3819911,,,1,1,Malawi,MW,19130000,SSF,Sub-Saharan Africa,ed,1475529.1
UGA,all,,wb,1,remotelearning,National average,,41.074707,1733,1.1821271,6,2020,1,1,Uganda,UG,45741000,SSF,Sub-Saharan Africa,ed,6785890.5
COD,all,,wb_dashboard,1,govtsupport,National average,,73.875168,1020,,6,2020,0,1,"Congo, Dem Rep",CD,89561000,SSF,Sub-Saharan Africa,sp,34668760
HND,all,,wb_dashboard,1,remotelearning,National average,,7.8207397,527,,6,2020,0,,Honduras,HN,9905000,LCN,Latin America and Caribbean,ed,312304.91
MEX,wealth,5,ipa,1,govtsupport,Richest 20%,,95,260,1.354244,,,1,1,Mexico,MX,128933000,LCN,Latin America and Caribbean,sp,7460698
SSD,all,,wb_dashboard,1,govtsupport,National average,,98.268753,1213,,6,2020,0,1,South Sudan,SS,11194000,SSF,Sub-Saharan Africa,sp,5272639.5
UZB,all,,wb_dashboard,2,remotelearning,National average,,2.5390015,882,,5,2020,0,,Uzbekistan,UZ,34074000,ECS,Europe and Central Asia,ed,203491.81
TCD,poor,0,wb,1,remotelearning,Non poor,,82.091766,967,1.2336377,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,ed,3702454.5
KEN,wealth,5,wb,2,fsec,Richest 20%,,11.785632,64,4.062336,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,45411.801
ECU,all,,wb_dashboard,2,remotelearning,National average,,6.4109268,555,,6,2020,0,,Ecuador,EC,17643000,LCN,Latin America and Caribbean,ed,540245.69
SLV,all,,wb_dashboard,3,remotelearning,National average,,6.7806625,386,,8,2020,0,1,El Salvador,SV,6486000,LCN,Latin America and Caribbean,ed,101451.32
TUN,all,,wb_dashboard,1,healthseeking,National average,,34.597244,256,,5,2020,0,,Tunisia,TN,11819000,MEA,Middle East and North Africa,hn,1618319.1
ETH,all,,wb,1,remotelearning,National average,,80.362289,1915,.90803087,4,2020,1,,Ethiopia,ET,114964000,SSF,Sub-Saharan Africa,ed,43070192
